image name,linear_speed_x,angular_speed_z,is_turning
rivian0-02399_brightness_0.jpg,0.3,-0.3,
rivian0-02399_blur_0.jpg,0.3,-0.3,
rivian0-01848_brightness_0.jpg,0.3,0.0,
rivian0-01848_blur_0.jpg,0.3,0.0,
rivian0-01690_brightness_0.jpg,0.3,0.0,
rivian0-01690_blur_0.jpg,0.3,0.0,
rivian0-01684_brightness_0.jpg,0.3,-0.8,
rivian0-01684_blur_0.jpg,0.3,-0.8,
rivian0-01684_brightness_1.jpg,0.3,-0.8,
rivian0-01684_blur_1.jpg,0.3,-0.8,
rivian0-01684_brightness_2.jpg,0.3,-0.8,
rivian0-01684_blur_2.jpg,0.3,-0.8,
rivian0-01684_brightness_3.jpg,0.3,-0.8,
rivian0-01684_blur_3.jpg,0.3,-0.8,
rivian0-01874_brightness_0.jpg,0.3,0.3,
rivian0-01874_blur_0.jpg,0.3,0.3,
rivian0-01874_brightness_1.jpg,0.3,0.3,
rivian0-01874_blur_1.jpg,0.3,0.3,
rivian0-01874_brightness_2.jpg,0.3,0.3,
rivian0-01874_blur_2.jpg,0.3,0.3,
rivian0-01860_brightness_0.jpg,0.3,-0.3,
rivian0-01860_blur_0.jpg,0.3,-0.3,
rivian0-01135_brightness_0.jpg,0.3,0.0,
rivian0-01135_blur_0.jpg,0.3,0.0,
rivian0-01653_brightness_0.jpg,0.3,0.0,
rivian0-01653_blur_0.jpg,0.3,0.0,
rivian0-01647_brightness_0.jpg,0.3,0.8,
rivian0-01647_blur_0.jpg,0.3,0.8,
rivian0-00559_brightness_0.jpg,0.3,0.0,
rivian0-00559_blur_0.jpg,0.3,0.0,
rivian0-01121_brightness_0.jpg,0.3,-0.3,
rivian0-01121_blur_0.jpg,0.3,-0.3,
rivian0-01121_brightness_1.jpg,0.3,-0.3,
rivian0-01121_blur_1.jpg,0.3,-0.3,
rivian0-01121_brightness_2.jpg,0.3,-0.3,
rivian0-01121_blur_2.jpg,0.3,-0.3,
rivian0-01121_brightness_3.jpg,0.3,-0.3,
rivian0-01121_blur_3.jpg,0.3,-0.3,
rivian0-01121_brightness_4.jpg,0.3,-0.3,
rivian0-01121_blur_4.jpg,0.3,-0.3,
rivian0-02428_brightness_0.jpg,0.3,0.0,
rivian0-02428_blur_0.jpg,0.3,0.0,
rivian0-00217_brightness_0.jpg,0.3,0.0,
rivian0-00217_blur_0.jpg,0.3,0.0,
rivian0-00217_brightness_1.jpg,0.3,0.0,
rivian0-00217_blur_1.jpg,0.3,0.0,
rivian0-00217_brightness_2.jpg,0.3,0.0,
rivian0-00217_blur_2.jpg,0.3,0.0,
rivian0-00217_brightness_3.jpg,0.3,0.0,
rivian0-00217_blur_3.jpg,0.3,0.0,
rivian0-01109_brightness_0.jpg,0.3,0.0,
rivian0-01109_blur_0.jpg,0.3,0.0,
rivian0-01109_brightness_1.jpg,0.3,0.0,
rivian0-01109_blur_1.jpg,0.3,0.0,
rivian0-01109_brightness_2.jpg,0.3,0.0,
rivian0-01109_blur_2.jpg,0.3,0.0,
rivian0-01109_brightness_3.jpg,0.3,0.0,
rivian0-01109_blur_3.jpg,0.3,0.0,
rivian0-02400_brightness_0.jpg,0.3,-0.3,
rivian0-02400_blur_0.jpg,0.3,-0.3,
rivian0-02366_brightness_0.jpg,0.3,0.0,
rivian0-02366_blur_0.jpg,0.3,0.0,
rivian0-00571_brightness_0.jpg,0.3,0.0,
rivian0-00571_blur_0.jpg,0.3,0.0,
rivian0-00565_brightness_0.jpg,0.3,0.0,
rivian0-00565_blur_0.jpg,0.3,0.0,
rivian0-02372_brightness_0.jpg,0.3,0.3,
rivian0-02372_blur_0.jpg,0.3,0.3,
rivian0-02372_brightness_1.jpg,0.3,0.3,
rivian0-02372_blur_1.jpg,0.3,0.3,
rivian0-02372_brightness_2.jpg,0.3,0.3,
rivian0-02372_blur_2.jpg,0.3,0.3,
rivian0-02414_brightness_0.jpg,0.3,0.0,
rivian0-02414_blur_0.jpg,0.3,0.0,
rivian0-00203_brightness_0.jpg,0.3,0.0,
rivian0-00203_blur_0.jpg,0.3,0.0,
rivian0-00203_brightness_1.jpg,0.3,0.0,
rivian0-00203_blur_1.jpg,0.3,0.0,
rivian0-00203_brightness_2.jpg,0.3,0.0,
rivian0-00203_blur_2.jpg,0.3,0.0,
rivian0-00203_brightness_3.jpg,0.3,0.0,
rivian0-00203_blur_3.jpg,0.3,0.0,
rivian0-01492_brightness_0.jpg,0.3,0.0,
rivian0-01492_blur_0.jpg,0.3,0.0,
rivian0-00954_brightness_0.jpg,0.3,-0.8,
rivian0-00954_blur_0.jpg,0.3,-0.8,
rivian0-00954_brightness_1.jpg,0.3,-0.8,
rivian0-00954_blur_1.jpg,0.3,-0.8,
rivian0-00954_brightness_2.jpg,0.3,-0.8,
rivian0-00954_blur_2.jpg,0.3,-0.8,
rivian0-00954_brightness_3.jpg,0.3,-0.8,
rivian0-00954_blur_3.jpg,0.3,-0.8,
rivian0-01486_brightness_0.jpg,0.3,0.0,
rivian0-01486_blur_0.jpg,0.3,0.0,
rivian0-00940_brightness_0.jpg,0.3,-0.3,
rivian0-00940_blur_0.jpg,0.3,-0.3,
rivian0-00798_brightness_0.jpg,0.3,0.0,
rivian0-00798_blur_0.jpg,0.3,0.0,
rivian0-00968_brightness_0.jpg,0.3,0.3,
rivian0-00968_blur_0.jpg,0.3,0.3,
rivian0-00968_brightness_1.jpg,0.3,0.3,
rivian0-00968_blur_1.jpg,0.3,0.3,
rivian0-00968_brightness_2.jpg,0.3,0.3,
rivian0-00968_blur_2.jpg,0.3,0.3,
rivian0-02158_brightness_0.jpg,0.3,0.0,
rivian0-02158_blur_0.jpg,0.3,0.0,
rivian0-01451_brightness_0.jpg,0.3,0.0,
rivian0-01451_blur_0.jpg,0.3,0.0,
rivian0-00997_brightness_0.jpg,0.3,-0.8,
rivian0-00997_blur_0.jpg,0.3,-0.8,
rivian0-00997_brightness_1.jpg,0.3,-0.8,
rivian0-00997_blur_1.jpg,0.3,-0.8,
rivian0-00997_brightness_2.jpg,0.3,-0.8,
rivian0-00997_blur_2.jpg,0.3,-0.8,
rivian0-00997_brightness_3.jpg,0.3,-0.8,
rivian0-00997_blur_3.jpg,0.3,-0.8,
rivian0-01337_brightness_0.jpg,0.3,-0.8,
rivian0-01337_blur_0.jpg,0.3,-0.8,
rivian0-01337_brightness_1.jpg,0.3,-0.8,
rivian0-01337_blur_1.jpg,0.3,-0.8,
rivian0-01337_brightness_2.jpg,0.3,-0.8,
rivian0-01337_blur_2.jpg,0.3,-0.8,
rivian0-01337_brightness_3.jpg,0.3,-0.8,
rivian0-01337_blur_3.jpg,0.3,-0.8,
rivian0-00029_brightness_0.jpg,0.3,-0.8,
rivian0-00029_blur_0.jpg,0.3,-0.8,
rivian0-00029_brightness_1.jpg,0.3,-0.8,
rivian0-00029_blur_1.jpg,0.3,-0.8,
rivian0-00029_brightness_2.jpg,0.3,-0.8,
rivian0-00029_blur_2.jpg,0.3,-0.8,
rivian0-00029_brightness_3.jpg,0.3,-0.8,
rivian0-00029_blur_3.jpg,0.3,-0.8,
rivian0-01323_brightness_0.jpg,0.3,0.0,
rivian0-01323_blur_0.jpg,0.3,0.0,
rivian0-01445_brightness_0.jpg,0.3,0.0,
rivian0-01445_blur_0.jpg,0.3,0.0,
rivian0-00983_brightness_0.jpg,0.3,-0.3,
rivian0-00983_blur_0.jpg,0.3,-0.3,
rivian0-00773_brightness_0.jpg,0.3,-0.3,
rivian0-00773_blur_0.jpg,0.3,-0.3,
rivian0-02164_brightness_0.jpg,0.3,0.3,
rivian0-02164_blur_0.jpg,0.3,0.3,
rivian0-02164_brightness_1.jpg,0.3,0.3,
rivian0-02164_blur_1.jpg,0.3,0.3,
rivian0-02164_brightness_2.jpg,0.3,0.3,
rivian0-02164_blur_2.jpg,0.3,0.3,
rivian0-02602_brightness_0.jpg,0.3,0.3,
rivian0-02602_blur_0.jpg,0.3,0.3,
rivian0-02602_brightness_1.jpg,0.3,0.3,
rivian0-02602_blur_1.jpg,0.3,0.3,
rivian0-02602_brightness_2.jpg,0.3,0.3,
rivian0-02602_blur_2.jpg,0.3,0.3,
rivian0-00015_brightness_0.jpg,0.3,0.0,
rivian0-00015_blur_0.jpg,0.3,0.0,
rivian0-00001_brightness_0.jpg,0.0,0.0,
rivian0-00001_blur_0.jpg,0.0,0.0,
rivian0-02616_brightness_0.jpg,0.3,0.0,
rivian0-02616_blur_0.jpg,0.3,0.0,
rivian0-02170_brightness_0.jpg,0.3,0.3,
rivian0-02170_blur_0.jpg,0.3,0.3,
rivian0-02170_brightness_1.jpg,0.3,0.3,
rivian0-02170_blur_1.jpg,0.3,0.3,
rivian0-02170_brightness_2.jpg,0.3,0.3,
rivian0-02170_blur_2.jpg,0.3,0.3,
rivian0-00767_brightness_0.jpg,0.3,0.0,
rivian0-00767_blur_0.jpg,0.3,0.0,
rivian0-01479_brightness_0.jpg,0.3,0.0,
rivian0-01479_blur_0.jpg,0.3,0.0,
rivian0-00820_brightness_0.jpg,0.3,0.0,
rivian0-00820_blur_0.jpg,0.3,0.0,
rivian0-02789_brightness_0.jpg,0.3,0.0,
rivian0-02789_blur_0.jpg,0.3,0.0,
rivian0-01280_brightness_0.jpg,0.3,0.0,
rivian0-01280_blur_0.jpg,0.3,0.0,
rivian0-01294_brightness_0.jpg,0.3,-0.3,
rivian0-01294_blur_0.jpg,0.3,-0.3,
rivian0-00834_brightness_0.jpg,0.3,0.0,
rivian0-00834_blur_0.jpg,0.3,0.0,
rivian0-00834_brightness_1.jpg,0.3,0.0,
rivian0-00834_blur_1.jpg,0.3,0.0,
rivian0-00834_brightness_2.jpg,0.3,0.0,
rivian0-00834_blur_2.jpg,0.3,0.0,
rivian0-00834_brightness_3.jpg,0.3,0.0,
rivian0-00834_blur_3.jpg,0.3,0.0,
rivian0-00808_brightness_0.jpg,0.3,0.0,
rivian0-00808_blur_0.jpg,0.3,0.0,
rivian0-01525_brightness_0.jpg,0.3,-0.3,
rivian0-01525_blur_0.jpg,0.3,-0.3,
rivian0-01243_brightness_0.jpg,0.3,0.3,
