image name,linear_speed_x,angular_speed_z,is_turning
rivian0-00001.jpg,0.0,0.0,False
rivian0-00002.jpg,0.0,0.0,False
rivian0-00003.jpg,0.0,0.0,False
rivian0-00004.jpg,0.0,-0.0,False
rivian0-00005.jpg,0.0,-0.0,False
rivian0-00006.jpg,0.3,-0.0,False
rivian0-00007.jpg,0.3,-0.0,False
rivian0-00008.jpg,0.3,-0.0,False
rivian0-00009.jpg,0.3,-0.0,False
rivian0-00010.jpg,0.3,-0.0,False
rivian0-00011.jpg,0.3,-0.0,False
rivian0-00012.jpg,0.3,-0.0,False
rivian0-00013.jpg,0.3,-0.0,False
rivian0-00014.jpg,0.3,0.048850495368242264,False
rivian0-00015.jpg,0.3,0.06539473682641983,False
rivian0-00016.jpg,0.3,0.06539473682641983,False
rivian0-00017.jpg,0.3,-0.0,False
rivian0-00018.jpg,0.3,-0.0,False
rivian0-00019.jpg,0.3,-0.0,False
rivian0-00020.jpg,0.3,-0.0,False
rivian0-00021.jpg,0.3,-0.0,False
rivian0-00022.jpg,0.3,-0.0,False
rivian0-00023.jpg,0.3,-0.0,False
rivian0-00024.jpg,0.3,-0.0,False
rivian0-00025.jpg,0.3,-0.0,False
rivian0-00026.jpg,0.3,-0.0,False
rivian0-00027.jpg,0.3,-0.0,False
rivian0-00028.jpg,0.3,-0.0,False
rivian0-00029.jpg,0.3,-0.0,False
rivian0-00030.jpg,0.3,-0.0,False
rivian0-00031.jpg,0.3,-0.0,False
rivian0-00032.jpg,0.3,-0.0,False
rivian0-00033.jpg,0.3,-0.0,False
rivian0-00034.jpg,0.3,-0.0,False
rivian0-00035.jpg,0.3,-0.0,False
rivian0-00036.jpg,0.3,-0.0,False
rivian0-00037.jpg,0.3,-0.0,False
rivian0-00038.jpg,0.3,-0.0,False
rivian0-00039.jpg,0.3,-0.0,False
rivian0-00040.jpg,0.3,-0.0,False
rivian0-00041.jpg,0.3,-0.0,False
rivian0-00042.jpg,0.3,-0.0,False
rivian0-00043.jpg,0.3,-0.0,False
rivian0-00044.jpg,0.3,-0.0,False
rivian0-00045.jpg,0.3,-0.0,False
rivian0-00046.jpg,0.3,-0.0,False
rivian0-00047.jpg,0.3,-0.0,False
rivian0-00048.jpg,0.3,-0.0,False
rivian0-00049.jpg,0.3,-0.0,False
rivian0-00050.jpg,0.3,-0.0,False
rivian0-00051.jpg,0.3,-0.0,False
rivian0-00052.jpg,0.3,-0.0,False
rivian0-00053.jpg,0.3,-0.0,False
rivian0-00054.jpg,0.3,-0.0,False
rivian0-00055.jpg,0.3,-0.0,False
rivian0-00056.jpg,0.3,-0.0,False
rivian0-00057.jpg,0.3,-0.0,False
rivian0-00058.jpg,0.3,-0.0,False
rivian0-00059.jpg,0.3,-0.0,False
rivian0-00060.jpg,0.3,-0.0,False
rivian0-00061.jpg,0.3,-0.22360911965370178,False
rivian0-00062.jpg,0.3,-0.0,False
rivian0-00063.jpg,0.3,-0.0,False
rivian0-00064.jpg,0.3,-0.0,False
rivian0-00065.jpg,0.3,-0.0,False
rivian0-00066.jpg,0.3,-0.0,False
rivian0-00067.jpg,0.3,-0.0,False
rivian0-00068.jpg,0.3,-0.0,False
rivian0-00069.jpg,0.3,-0.0,False
rivian0-00070.jpg,0.3,-0.0,False
rivian0-00071.jpg,0.3,-0.0,False
rivian0-00072.jpg,0.3,-0.0,False
rivian0-00073.jpg,0.3,-0.0,False
rivian0-00074.jpg,0.3,-0.0,False
rivian0-00075.jpg,0.3,-0.0,False
rivian0-00076.jpg,0.3,-0.0,False
rivian0-00077.jpg,0.3,-0.0,False
rivian0-00078.jpg,0.3,-0.0,False
rivian0-00079.jpg,0.3,-0.0,False
rivian0-00080.jpg,0.3,-0.1523885577917099,False
rivian0-00081.jpg,0.3,-0.0,False
rivian0-00082.jpg,0.3,-0.0,False
rivian0-00083.jpg,0.3,-0.041815176606178284,False
rivian0-00084.jpg,0.3,-0.0,False
rivian0-00085.jpg,0.3,-0.0,False
rivian0-00086.jpg,0.3,-0.0,False
rivian0-00087.jpg,0.3,-0.0,False
rivian0-00088.jpg,0.3,-0.0,False
rivian0-00089.jpg,0.3,-0.0,False
rivian0-00090.jpg,0.3,-0.0,False
rivian0-00091.jpg,0.3,-0.0,False
rivian0-00092.jpg,0.3,-0.0,False
rivian0-00093.jpg,0.3,-0.0,False
rivian0-00094.jpg,0.3,-0.0,False
rivian0-00095.jpg,0.3,-0.0,False
rivian0-00096.jpg,0.3,-0.0,False
rivian0-00097.jpg,0.3,-0.0,False
rivian0-00098.jpg,0.3,-0.0,False
rivian0-00099.jpg,0.3,-0.3371058404445648,False
rivian0-00100.jpg,0.3,-0.0,False
rivian0-00101.jpg,0.3,-0.0,False
rivian0-00102.jpg,0.3,-0.0,False
rivian0-00103.jpg,0.3,-0.0,False
rivian0-00104.jpg,0.3,-0.0,False
rivian0-00105.jpg,0.3,-0.0,False
rivian0-00106.jpg,0.3,-0.0,False
rivian0-00107.jpg,0.3,-0.0,False
rivian0-00108.jpg,0.3,-0.0,False
rivian0-00109.jpg,0.3,-0.0,False
rivian0-00110.jpg,0.3,-0.0,False
rivian0-00111.jpg,0.3,-0.0,False
rivian0-00112.jpg,0.3,-0.0,False
rivian0-00113.jpg,0.3,-0.0,False
rivian0-00114.jpg,0.3,-0.0,False
rivian0-00115.jpg,0.3,-0.0,False
rivian0-00116.jpg,0.3,-0.0,False
rivian0-00117.jpg,0.3,-0.0,False
rivian0-00118.jpg,0.3,-0.0,False
rivian0-00119.jpg,0.3,-0.0,False
rivian0-00120.jpg,0.3,-0.0,False
rivian0-00121.jpg,0.3,-0.0,False
rivian0-00122.jpg,0.3,-0.0,False
rivian0-00123.jpg,0.3,-0.0,False
rivian0-00124.jpg,0.3,-0.0,False
rivian0-00125.jpg,0.3,0.016083253547549248,False
rivian0-00126.jpg,0.3,-0.0,False
rivian0-00127.jpg,0.3,-0.0,False
rivian0-00128.jpg,0.3,-0.0,False
rivian0-00129.jpg,0.3,-0.0,False
rivian0-00130.jpg,0.3,-0.0,False
rivian0-00131.jpg,0.3,-0.5853016376495361,False
rivian0-00132.jpg,0.3,-0.0,False
rivian0-00133.jpg,0.3,-0.0,False
rivian0-00134.jpg,0.3,-0.0,False
rivian0-00135.jpg,0.3,0.059483785182237625,False
rivian0-00136.jpg,0.3,0.008823061361908913,False
rivian0-00137.jpg,0.3,-0.0,False
rivian0-00138.jpg,0.3,0.0912872850894928,False
rivian0-00139.jpg,0.3,0.10163145512342453,False
rivian0-00140.jpg,0.3,-0.0,False
rivian0-00141.jpg,0.3,-0.0,False
rivian0-00142.jpg,0.3,-0.0,False
rivian0-00143.jpg,0.3,-0.0,False
rivian0-00144.jpg,0.3,-0.0,False
rivian0-00145.jpg,0.3,-0.0,False
rivian0-00146.jpg,0.3,-0.0,False
rivian0-00147.jpg,0.3,-0.0,False
rivian0-00148.jpg,0.3,-0.0,True
rivian0-00149.jpg,0.3,-0.0,True
rivian0-00150.jpg,0.3,-0.0,True
rivian0-00151.jpg,0.3,-0.0,True
